,Material,Plant|Time: Cal Yr/Month,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,Total Result
Total Inventory Qty,23017,FP13,"4,743.00 CS","3,032.00 CS","3,924.00 CS","5,143.00 CS","4,344.00 CS","2,686.00 CS","1,481.00 CS","5,005.00 CS","4,138.00 CS","3,384.00 CS","3,247.00 CS","3,176.00 CS","44,303.00 CS"
Total Inventory Qty,23018,FP03,2.83 CS,2.83 CS,2.83 CS,2.83 CS,2.83 CS,2.83 CS,0.83 CS,0.83 CS,0.83 CS,0.83 CS,0.83 CS,0.83 CS,22.00 CS
Total Inventory Qty,23018,FP07,"11,217.00 CS","11,069.00 CS","10,969.00 CS","10,170.00 CS","7,040.00 CS","6,869.00 CS","3,977.00 CS","2,771.00 CS","2,297.00 CS","2,137.00 CS","1,866.00 CS","1,841.00 CS","72,223.00 CS"
Total Inventory Qty,23018,FP13,"2,755.00 CS","1,559.00 CS",648.00 CS,404.00 CS,"2,567.00 CS",346.00 CS,231.00 CS,"1,093.00 CS",890.00 CS,287.00 CS,701.00 CS,675.00 CS,"12,156.00 CS"
Total Inventory Qty,23020,FP03,1.00 CS,1.00 CS,0.92 CS,0.92 CS,0.92 CS,0.92 CS,,,,,,,5.67 CS
Total Inventory Qty,23020,FP07,272.00 CS,352.00 CS,111.00 CS,256.00 CS,168.00 CS,260.00 CS,208.00 CS,263.00 CS,309.00 CS,269.00 CS,229.00 CS,169.00 CS,"2,866.00 CS"
Total Inventory Qty,23020,FP13,314.00 CS,"1,279.00 CS",895.00 CS,"1,711.00 CS","2,884.00 CS","2,201.00 CS","1,743.00 CS","1,347.00 CS",827.00 CS,568.00 CS,445.00 CS,325.00 CS,"14,539.00 CS"
Total Inventory Qty,23022,FP03,0.83 CS,0.83 CS,0.83 CS,,,,,,,,,,2.50 CS
Total Inventory Qty,23022,FP07,"1,766.00 CS","1,662.00 CS","1,581.00 CS",992.00 CS,980.00 CS,899.00 CS,433.00 CS,353.00 CS,153.00 CS,88.00 CS,,,"8,907.00 CS"
Total Inventory Qty,23022,FP13,706.00 CS,445.00 CS,349.00 CS,556.00 CS,348.00 CS,201.00 CS,363.00 CS,257.00 CS,285.00 CS,163.00 CS,124.00 CS,114.00 CS,"3,911.00 CS"
Total Inventory Qty,23024,FP07,71.00 CS,71.00 CS,71.00 CS,71.00 CS,71.00 CS,71.00 CS,71.00 CS,,,,,,497.00 CS
Total Inventory Qty,23027,FP03,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,0.08 CS,1.00 CS
Total Inventory Qty,23027,FP07,"2,206.00 CS","1,779.00 CS","1,332.00 CS",949.00 CS,784.00 CS,581.00 CS,374.00 CS,"1,174.00 CS","1,074.00 CS",994.00 CS,954.00 CS,894.00 CS,"13,095.00 CS"
Total Inventory Qty,23027,FP13,"2,994.00 CS","1,816.00 CS","2,535.00 CS","2,334.00 CS","1,180.00 CS","1,103.00 CS","2,030.00 CS","2,778.00 CS","2,044.00 CS","1,546.00 CS","1,293.00 CS","1,134.00 CS","22,787.00 CS"
Total Inventory Qty,23028,FM01,,,,9.00 CS,,,,,,,,,9.00 CS
Total Inventory Qty,23028,FP03,0.58 CS,0.58 CS,0.58 CS,0.42 CS,0.42 CS,0.42 CS,,,,,,,3.00 CS
Total Inventory Qty,23028,FP07,264.00 CS,"1,743.00 CS","1,001.00 CS","2,574.00 CS","1,929.00 CS","1,693.00 CS",888.00 CS,391.00 CS,266.00 CS,186.00 CS,66.00 CS,6.00 CS,"11,007.00 CS"
Total Inventory Qty,23028,FP13,386.00 CS,795.00 CS,981.00 CS,699.00 CS,946.00 CS,460.00 CS,892.00 CS,886.00 CS,524.00 CS,249.00 CS,109.00 CS,,"6,927.00 CS"
Total Inventory Qty,23249,FP07,28.00 CS,28.00 CS,28.00 CS,"6,627.00 CS","28,466.00 CS","19,384.00 CS",680.00 CS,620.00 CS,620.00 CS,620.00 CS,619.00 CS,618.00 CS,"58,338.00 CS"
Total Inventory Qty,23446,FP05,,"2,400.00 CS",,,,800.00 CS,920.00 CS,,,,"1,600.00 CS",,"5,720.00 CS"
Total Inventory Qty,23446,FP13,"13,206.00 CS","16,261.00 CS","17,296.00 CS",,177.00 CS,"13,318.00 CS","2,863.00 CS",83.00 CS,"1,309.00 CS",,"10,377.00 CS",400.00 CS,"75,290.00 CS"
Total Inventory Qty,23448,FP05,,,,,"3,719.00 CS",,,,,,,"4,000.00 CS","7,719.00 CS"
Total Inventory Qty,23448,FP13,"8,370.00 CS","3,716.00 CS",,"6,092.00 CS","3,848.00 CS",,400.00 CS,"1,452.00 CS",,,216.00 CS,"5,846.00 CS","29,940.00 CS"
Total Inventory Qty,23473,FP13,218.00 CS,218.00 CS,,,,,,,,,,,436.00 CS
Total Inventory Qty,24466,FP13,,,,,,,378.00 CS,601.00 CS,141.00 CS,,,,"1,120.00 CS"
Total Inventory Qty,24717,FP03,,,,,,,,1.00 CS,1.00 CS,0.67 CS,0.67 CS,0.67 CS,4.00 CS
Total Inventory Qty,24717,FP07,,,"3,958.00 CS","9,901.00 CS","5,390.00 CS",253.00 CS,2.00 CS,2.00 CS,,,,,"19,506.00 CS"
Total Inventory Qty,24717,FP13,,,"6,641.00 CS",,360.00 CS,8.00 CS,,87.00 CS,113.00 CS,113.00 CS,113.00 CS,,"7,435.00 CS"
Total Inventory Qty,24717,FP14,,,288.00 CS,288.00 CS,,,1.00 CS,1.00 CS,1.00 CS,,,,579.00 CS
Total Inventory Qty,24786,FP03,3.75 CS,3.75 CS,3.75 CS,3.83 CS,3.83 CS,3.83 CS,,,,,,,22.75 CS
Total Inventory Qty,24786,FP07,37.00 CS,198.00 CS,199.00 CS,197.00 CS,197.00 CS,197.00 CS,187.00 CS,187.00 CS,,,,,"1,399.00 CS"
Total Inventory Qty,24786,FP13,343.00 CS,35.00 CS,,,,,,,,,,,378.00 CS
Total Inventory Qty,24788,FP03,4.33 CS,274.17 CS,4.00 CS,3.00 CS,7.67 CS,6.83 CS,6.67 CS,6.67 CS,6.67 CS,3.67 CS,3.67 CS,3.67 CS,331.00 CS
Total Inventory Qty,24788,FP07,121.00 CS,93.00 CS,24.00 CS,198.00 CS,169.00 CS,109.00 CS,82.00 CS,,,60.00 CS,26.00 CS,120.00 CS,"1,002.00 CS"
Total Inventory Qty,24788,FP13,"2,790.00 CS",130.00 CS,"3,990.00 CS","1,729.00 CS","1,052.00 CS",524.00 CS,104.00 CS,,,483.00 CS,313.00 CS,214.00 CS,"11,329.00 CS"
Total Inventory Qty,24788,FP14,200.00 CS,,200.00 CS,200.00 CS,200.00 CS,200.00 CS,,,,,,,"1,000.00 CS"
Total Inventory Qty,24790,FP03,7.33 CS,276.67 CS,6.67 CS,5.00 CS,5.83 CS,5.33 CS,5.00 CS,7.00 CS,7.00 CS,7.67 CS,7.67 CS,12.67 CS,353.83 CS
Total Inventory Qty,24790,FP07,302.00 CS,161.00 CS,258.00 CS,145.00 CS,312.00 CS,170.00 CS,280.00 CS,237.00 CS,297.00 CS,275.00 CS,214.00 CS,121.00 CS,"2,772.00 CS"
Total Inventory Qty,24790,FP13,"2,540.00 CS",132.00 CS,"5,056.00 CS","3,211.00 CS","2,392.00 CS","2,078.00 CS","1,387.00 CS",738.00 CS,128.00 CS,"2,318.00 CS","1,259.00 CS","1,176.00 CS","22,415.00 CS"
Total Inventory Qty,24790,FP14,,,200.00 CS,200.00 CS,200.00 CS,200.00 CS,,,,,,,800.00 CS
Total Inventory Qty,25002,FP03,,,0.83 CS,0.83 CS,0.83 CS,0.83 CS,1.00 CS,1.00 CS,1.00 CS,0.92 CS,0.92 CS,0.92 CS,9.08 CS
Total Inventory Qty,25002,FP07,"1,634.00 CS","1,382.00 CS","1,265.00 CS","1,081.00 CS",977.00 CS,929.00 CS,,,,,,,"7,268.00 CS"
Total Inventory Qty,25002,FP13,922.00 CS,599.00 CS,465.00 CS,229.00 CS,78.00 CS,,,,,,,,"2,293.00 CS"
Total Inventory Qty,25003,FP01,,,243.00 CS,,,,,,,,,,243.00 CS
Total Inventory Qty,25003,FP03,,,0.83 CS,,,,,,,,,,0.83 CS
Total Inventory Qty,25003,FP07,"1,629.00 CS","1,085.00 CS",494.00 CS,299.00 CS,717.00 CS,586.00 CS,481.00 CS,461.00 CS,256.00 CS,,,,"6,008.00 CS"
Total Inventory Qty,25003,FP13,"1,696.00 CS","1,225.00 CS","1,907.00 CS","2,002.00 CS","1,104.00 CS",568.00 CS,508.00 CS,87.00 CS,1.00 CS,,,200.00 CS,"9,298.00 CS"
Total Inventory Qty,25006,FP03,,,,,0.92 CS,0.92 CS,1.00 CS,1.00 CS,1.00 CS,0.58 CS,0.58 CS,0.58 CS,6.58 CS
Total Inventory Qty,25006,FP07,419.00 CS,305.00 CS,113.00 CS,358.00 CS,273.00 CS,1.00 CS,16.00 CS,13.00 CS,7.00 CS,,,,"1,505.00 CS"
Total Inventory Qty,25006,FP13,732.00 CS,470.00 CS,"1,434.00 CS",405.00 CS,198.00 CS,59.00 CS,22.00 CS,1.00 CS,,,,,"3,321.00 CS"
Total Inventory Qty,25007,FP03,1.92 CS,1.92 CS,1.92 CS,2.00 CS,2.00 CS,2.00 CS,1.00 CS,1.00 CS,1.00 CS,,,,14.75 CS
Total Inventory Qty,25007,FP07,66.00 CS,,20.00 CS,,,"2,000.00 CS","2,000.00 CS","1,920.00 CS","1,920.00 CS","1,890.00 CS","1,890.00 CS","1,890.00 CS","13,596.00 CS"
Total Inventory Qty,25007,FP13,631.00 CS,596.00 CS,254.00 CS,81.00 CS,72.00 CS,180.00 CS,148.00 CS,147.00 CS,,,,,"2,109.00 CS"
Total Inventory Qty,25009,FP03,1.00 CS,,,,,,,,,,,,1.00 CS
Total Inventory Qty,25009,FP07,404.00 CS,445.00 CS,174.00 CS,579.00 CS,817.00 CS,507.00 CS,308.00 CS,260.00 CS,260.00 CS,260.00 CS,260.00 CS,260.00 CS,"4,534.00 CS"
Total Inventory Qty,25009,FP13,"2,099.00 CS","1,111.00 CS","2,041.00 CS","4,102.00 CS","3,281.00 CS","2,800.00 CS","2,799.00 CS","2,399.00 CS",,,,,"20,632.00 CS"
Total Inventory Qty,25012,FP03,1.50 CS,1.50 CS,1.50 CS,,,,,,,,,,4.50 CS
Total Inventory Qty,25012,FP07,"1,529.00 CS","1,472.00 CS","1,404.00 CS","1,294.00 CS","1,221.00 CS",,,,,,,,"6,920.00 CS"
Total Inventory Qty,25012,FP13,838.00 CS,819.00 CS,738.00 CS,716.00 CS,30.00 CS,6.00 CS,3.00 CS,3.00 CS,3.00 CS,3.00 CS,3.00 CS,3.00 CS,"3,165.00 CS"
Total Inventory Qty,25013,FP03,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,12.00 CS
Total Inventory Qty,25013,FP07,347.00 CS,231.00 CS,106.00 CS,40.00 CS,240.00 CS,136.00 CS,84.00 CS,74.00 CS,72.00 CS,72.00 CS,67.00 CS,65.00 CS,"1,534.00 CS"
Total Inventory Qty,25013,FP13,996.00 CS,690.00 CS,302.00 CS,8.00 CS,"1,005.00 CS",639.00 CS,814.00 CS,738.00 CS,713.00 CS,710.00 CS,710.00 CS,711.00 CS,"8,036.00 CS"
Total Inventory Qty,25015,FP03,0.33 CS,0.33 CS,0.33 CS,,0.92 CS,0.92 CS,1.00 CS,,,,,,3.83 CS
Total Inventory Qty,25015,FP07,"1,661.00 CS","1,468.00 CS","1,048.00 CS",519.00 CS,318.00 CS,,,,,,,,"5,014.00 CS"
Total Inventory Qty,25015,FP13,"1,152.00 CS",755.00 CS,251.00 CS,,705.00 CS,83.00 CS,51.00 CS,,,,,,"2,997.00 CS"
Total Inventory Qty,25016,FP03,0.42 CS,0.42 CS,0.33 CS,,0.92 CS,0.92 CS,1.00 CS,,,,,,4.00 CS
Total Inventory Qty,25016,FP07,151.00 CS,"1,919.00 CS","1,244.00 CS",837.00 CS,473.00 CS,101.00 CS,,,,,,,"4,725.00 CS"
Total Inventory Qty,25016,FP13,"1,226.00 CS","1,515.00 CS",994.00 CS,565.00 CS,111.00 CS,,,,,,,,"4,411.00 CS"
Total Inventory Qty,25017,FP03,2.83 CS,2.83 CS,2.83 CS,4.17 CS,4.08 CS,4.08 CS,4.00 CS,4.00 CS,4.00 CS,4.67 CS,4.67 CS,4.67 CS,46.84 CS
Total Inventory Qty,25017,FP07,"4,505.00 CS","4,353.00 CS","3,093.00 CS","2,349.00 CS","1,003.00 CS","1,487.00 CS","1,383.00 CS","1,191.00 CS","1,170.00 CS","1,146.00 CS","1,106.00 CS","1,106.00 CS","23,892.00 CS"
Total Inventory Qty,25017,FP13,"2,105.00 CS","1,370.00 CS",901.00 CS,75.00 CS,882.00 CS,242.00 CS,130.00 CS,105.00 CS,68.00 CS,8.00 CS,8.00 CS,8.00 CS,"5,902.00 CS"
Total Inventory Qty,25018,FP03,0.83 CS,0.83 CS,0.67 CS,,,,,,,,,,2.33 CS
Total Inventory Qty,25018,FP07,"5,256.00 CS","5,320.00 CS","4,028.00 CS","3,887.00 CS","3,685.00 CS","2,980.00 CS","2,408.00 CS","2,174.00 CS","2,099.00 CS","2,070.00 CS","2,009.00 CS",20.00 CS,"35,936.00 CS"
Total Inventory Qty,25018,FP13,438.00 CS,179.00 CS,746.00 CS,580.00 CS,85.00 CS,83.00 CS,140.00 CS,49.00 CS,43.00 CS,40.00 CS,39.00 CS,3.00 CS,"2,425.00 CS"
Total Inventory Qty,25020,FP03,1.92 CS,1.92 CS,1.83 CS,1.83 CS,1.75 CS,1.75 CS,4.67 CS,4.67 CS,4.67 CS,1.58 CS,1.58 CS,1.58 CS,29.75 CS
Total Inventory Qty,25020,FP07,"1,269.00 CS","1,046.00 CS",658.00 CS,463.00 CS,457.00 CS,405.00 CS,226.00 CS,120.00 CS,56.00 CS,,,,"4,700.00 CS"
Total Inventory Qty,25020,FP13,"1,824.00 CS","1,723.00 CS","1,420.00 CS",714.00 CS,759.00 CS,53.00 CS,17.00 CS,,,,,,"6,510.00 CS"
Total Inventory Qty,25020,FP14,300.00 CS,300.00 CS,300.00 CS,300.00 CS,300.00 CS,300.00 CS,300.00 CS,300.00 CS,300.00 CS,,,,"2,700.00 CS"
Total Inventory Qty,25022,FM02,260.00 CS,,,,,,,,,,,,260.00 CS
Total Inventory Qty,25022,FP03,0.42 CS,0.42 CS,0.42 CS,0.42 CS,0.42 CS,0.42 CS,0.33 CS,0.33 CS,0.33 CS,,,,3.50 CS
Total Inventory Qty,25022,FP07,"2,254.00 CS","2,229.00 CS","2,034.00 CS","1,872.00 CS","1,764.00 CS",70.00 CS,4.00 CS,1.00 CS,,,,,"10,228.00 CS"
Total Inventory Qty,25022,FP13,532.00 CS,430.00 CS,354.00 CS,224.00 CS,116.00 CS,,,2.00 CS,,,,,"1,658.00 CS"
Total Inventory Qty,25026,FP07,52.00 CS,52.00 CS,52.00 CS,52.00 CS,52.00 CS,52.00 CS,52.00 CS,,,,,,364.00 CS
Total Inventory Qty,25026,FP13,68.00 CS,68.00 CS,68.00 CS,,,,,,,,,,204.00 CS
Total Inventory Qty,25027,FP03,1.33 CS,1.33 CS,1.33 CS,1.33 CS,1.25 CS,1.25 CS,1.00 CS,1.00 CS,1.00 CS,,,,10.83 CS
Total Inventory Qty,25027,FP07,"7,013.00 CS","7,201.00 CS","4,365.00 CS","4,034.00 CS","3,457.00 CS","2,725.00 CS",555.00 CS,473.00 CS,439.00 CS,406.00 CS,385.00 CS,381.00 CS,"31,434.00 CS"
Total Inventory Qty,25027,FP13,"3,344.00 CS","2,970.00 CS","4,999.00 CS","4,588.00 CS","3,966.00 CS","1,696.00 CS","1,512.00 CS","1,276.00 CS","1,159.00 CS","1,063.00 CS","1,063.00 CS","1,063.00 CS","28,699.00 CS"
Total Inventory Qty,25028,FP03,0.50 CS,0.50 CS,0.33 CS,,,,,,,,,,1.33 CS
Total Inventory Qty,25028,FP07,"2,530.00 CS","1,664.00 CS","3,856.00 CS",781.00 CS,"3,103.00 CS","2,882.00 CS","2,279.00 CS",983.00 CS,844.00 CS,619.00 CS,119.00 CS,109.00 CS,"19,769.00 CS"
Total Inventory Qty,25028,FP13,"1,837.00 CS",979.00 CS,311.00 CS,"1,786.00 CS","1,183.00 CS",301.00 CS,323.00 CS,658.00 CS,416.00 CS,35.00 CS,435.00 CS,433.00 CS,"8,697.00 CS"
Total Inventory Qty,25740,FP07,2.00 CS,2.00 CS,,,,,,,,,,,4.00 CS
Total Inventory Qty,26001,FP03,0.88 CS,0.88 CS,0.88 CS,0.88 CS,0.88 CS,0.88 CS,,,,,,,5.25 CS
Total Inventory Qty,26001,FP07,,"3,360.00 CS","3,879.00 CS","3,234.00 CS","2,621.00 CS","2,221.00 CS","2,016.00 CS","1,716.00 CS","1,735.00 CS","1,342.00 CS",842.00 CS,,"22,966.00 CS"
Total Inventory Qty,26001,FP13,"7,024.00 CS","4,313.00 CS","3,204.00 CS","11,333.00 CS","8,326.00 CS","5,274.00 CS","4,118.00 CS","6,526.00 CS","4,942.00 CS","2,841.00 CS",995.00 CS,21.00 CS,"58,917.00 CS"
Total Inventory Qty,26001,FP14,120.00 CS,,,,,,,,,,,,120.00 CS
Total Inventory Qty,26002,FP03,1.38 CS,1.38 CS,1.25 CS,1.38 CS,1.38 CS,1.38 CS,,,1.00 CS,,,,9.13 CS
Total Inventory Qty,26002,FP07,,108.00 CS,"1,800.00 CS","2,831.00 CS",880.00 CS,493.00 CS,913.00 CS,793.00 CS,533.00 CS,162.00 CS,,2.00 CS,"8,515.00 CS"
Total Inventory Qty,26002,FP13,628.00 CS,"1,037.00 CS","1,565.00 CS",755.00 CS,600.00 CS,20.00 CS,"3,290.00 CS","2,301.00 CS","1,339.00 CS",120.00 CS,1.00 CS,1.00 CS,"11,657.00 CS"
Total Inventory Qty,26003,FP03,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,,,,,,,6.00 CS
Total Inventory Qty,26003,FP07,"1,298.00 CS","2,147.00 CS","1,029.00 CS","1,930.00 CS","1,907.00 CS","1,783.00 CS",352.00 CS,82.00 CS,746.00 CS,652.00 CS,,,"11,926.00 CS"
Total Inventory Qty,26003,FP13,265.00 CS,424.00 CS,667.00 CS,"1,167.00 CS",809.00 CS,199.00 CS,504.00 CS,168.00 CS,,96.00 CS,76.00 CS,,"4,375.00 CS"
Total Inventory Qty,26004,FP07,"12,390.00 CS","9,834.00 CS","9,637.00 CS","7,118.00 CS","6,947.00 CS","5,465.00 CS","4,711.00 CS","3,571.00 CS","3,494.00 CS","3,441.00 CS","2,382.00 CS","2,274.00 CS","71,264.00 CS"
Total Inventory Qty,26004,FP13,300.00 CS,"1,571.00 CS",987.00 CS,"2,482.00 CS","1,039.00 CS","1,178.00 CS","1,129.00 CS","1,832.00 CS","1,239.00 CS",582.00 CS,877.00 CS,315.00 CS,"13,531.00 CS"
Total Inventory Qty,26005,FP07,757.00 CS,"1,264.00 CS","1,110.00 CS",851.00 CS,702.00 CS,772.00 CS,862.00 CS,289.00 CS,363.00 CS,225.00 CS,165.00 CS,145.00 CS,"7,505.00 CS"
Total Inventory Qty,26005,FP13,"2,083.00 CS","1,301.00 CS","3,000.00 CS","2,728.00 CS","3,211.00 CS","2,356.00 CS","1,875.00 CS","1,463.00 CS","1,090.00 CS",648.00 CS,389.00 CS,349.00 CS,"20,493.00 CS"
Total Inventory Qty,26006,FP07,"1,509.00 CS","1,312.00 CS","3,030.00 CS","2,549.00 CS",579.00 CS,267.00 CS,212.00 CS,46.00 CS,"3,100.00 CS","2,827.00 CS",288.00 CS,68.00 CS,"15,787.00 CS"
Total Inventory Qty,26006,FP13,121.00 CS,"1,399.00 CS","1,879.00 CS","1,218.00 CS","2,832.00 CS","1,473.00 CS","3,686.00 CS","3,089.00 CS","1,923.00 CS",615.00 CS,"1,131.00 CS",19.00 CS,"19,385.00 CS"
Total Inventory Qty,26007,FP03,0.88 CS,0.88 CS,0.88 CS,1.25 CS,1.25 CS,1.25 CS,,,,,,,6.38 CS
Total Inventory Qty,26007,FP07,"2,637.00 CS",691.00 CS,610.00 CS,820.00 CS,369.00 CS,529.00 CS,344.00 CS,224.00 CS,"3,075.00 CS","2,848.00 CS","1,627.00 CS",107.00 CS,"13,881.00 CS"
Total Inventory Qty,26007,FP13,"4,004.00 CS","2,901.00 CS","1,998.00 CS","5,209.00 CS","2,491.00 CS","1,366.00 CS","4,871.00 CS","4,257.00 CS","3,101.00 CS","1,583.00 CS",693.00 CS,480.00 CS,"32,954.00 CS"
Total Inventory Qty,26008,FP03,,,,,,,,,,,1.00 CS,1.00 CS,2.00 CS
Total Inventory Qty,26008,FP07,602.00 CS,336.00 CS,16.00 CS,435.00 CS,193.00 CS,64.00 CS,196.00 CS,196.00 CS,132.00 CS,67.00 CS,,64.00 CS,"2,301.00 CS"
Total Inventory Qty,26008,FP13,864.00 CS,456.00 CS,"3,361.00 CS","2,606.00 CS",303.00 CS,"1,736.00 CS","1,560.00 CS",629.00 CS,"2,203.00 CS",569.00 CS,17.00 CS,17.00 CS,"14,321.00 CS"
Total Inventory Qty,26008,FP14,,,96.00 CS,,,96.00 CS,,,,,,,192.00 CS
Total Inventory Qty,26731,FP07,192.00 CS,192.00 CS,192.00 CS,192.00 CS,192.00 CS,192.00 CS,,,,,,,"1,152.00 CS"
Total Inventory Qty,27087,FP13,,,608.00 CS,608.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,"12,109.00 CS",,,"13,665.00 CS"
Total Inventory Qty,27900,FP07,50.00 CS,50.00 CS,50.00 CS,50.00 CS,50.00 CS,50.00 CS,50.00 CS,,,,,,350.00 CS
Total Inventory Qty,28070,FP07,,"6,982.00 CS","6,970.00 CS","5,986.00 CS","5,983.00 CS","2,144.00 CS",13.00 CS,13.00 CS,9.00 CS,8.00 CS,,,"28,108.00 CS"
Total Inventory Qty,28070,FP13,,,,,,,,17.00 CS,17.00 CS,17.00 CS,17.00 CS,17.00 CS,85.00 CS
Total Inventory Qty,28827,FP01,,,,,,,,,"1,516.52 CS",,,,"1,516.52 CS"
Total Inventory Qty,28827,FP13,916.00 CS,"1,569.00 CS",485.00 CS,"10,788.00 CS","6,143.00 CS","14,066.00 CS","1,934.00 CS",472.00 CS,,"2,320.00 CS","3,661.00 CS",411.00 CS,"42,765.00 CS"
Total Inventory Qty,30005,FP03,3.25 CS,3.25 CS,3.25 CS,1.00 CS,1.00 CS,1.00 CS,,,,,,,12.75 CS
Total Inventory Qty,30005,FP07,21.00 CS,19.00 CS,19.00 CS,19.00 CS,19.00 CS,19.00 CS,19.00 CS,19.00 CS,19.00 CS,,,,173.00 CS
Total Inventory Qty,30005,FP13,21.00 CS,18.00 CS,26.00 CS,,,,,,,,,,65.00 CS
Total Inventory Qty,30046,FP07,85.00 CS,85.00 CS,85.00 CS,85.00 CS,85.00 CS,85.00 CS,85.00 CS,85.00 CS,,,,,680.00 CS
Total Inventory Qty,30080,FP01,,,,672.00 CS,,,,,,,127.00 CS,"1,512.00 CS","2,311.00 CS"
Total Inventory Qty,30080,FP13,,"12,493.00 CS",287.00 CS,"7,226.00 CS",372.00 CS,59.00 CS,19.00 CS,"7,471.00 CS","9,197.00 CS",99.00 CS,"19,367.00 CS","13,944.00 CS","70,534.00 CS"
Total Inventory Qty,30186,FP07,5.00 CS,5.00 CS,5.00 CS,4.00 CS,4.00 CS,"4,964.00 CS","8,527.00 CS","10,454.00 CS",60.00 CS,56.00 CS,56.00 CS,56.00 CS,"24,196.00 CS"
Total Inventory Qty,30190,FP07,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,68.00 CS,816.00 CS
Total Inventory Qty,30190,FP13,42.00 CS,42.00 CS,,,,,,,,,,,84.00 CS
Total Inventory Qty,30193,FP07,277.00 CS,277.00 CS,272.00 CS,274.00 CS,274.00 CS,274.00 CS,274.00 CS,274.00 CS,273.00 CS,270.00 CS,270.00 CS,270.00 CS,"3,279.00 CS"
Total Inventory Qty,30196,FP13,41.00 CS,41.00 CS,,,,,,,,,,,82.00 CS
Total Inventory Qty,30197,FP07,14.00 CS,13.00 CS,12.00 CS,12.00 CS,12.00 CS,12.00 CS,12.00 CS,12.00 CS,12.00 CS,,,,111.00 CS
Total Inventory Qty,30212,FP03,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,0.36 CS,4.28 CS
Total Inventory Qty,30212,FP07,86.00 CS,111.00 CS,107.00 CS,136.00 CS,134.00 CS,62.00 CS,60.00 CS,110.00 CS,86.00 CS,80.00 CS,66.00 CS,56.00 CS,"1,094.00 CS"
Total Inventory Qty,30212,FP13,472.00 CS,447.00 CS,436.00 CS,320.00 CS,209.00 CS,165.00 CS,178.00 CS,225.00 CS,99.00 CS,327.00 CS,272.00 CS,158.00 CS,"3,308.00 CS"
Total Inventory Qty,30270,FP07,46.00 CS,45.00 CS,45.00 CS,44.00 CS,44.00 CS,43.00 CS,43.00 CS,43.00 CS,43.00 CS,,,,396.00 CS
Total Inventory Qty,30892,FP07,55.00 CS,54.00 CS,53.00 CS,53.00 CS,53.00 CS,53.00 CS,53.00 CS,53.00 CS,,,,,427.00 CS
Total Inventory Qty,31240,FP07,"21,035.00 CS","20,723.00 CS","18,702.00 CS","18,182.00 CS","18,182.00 CS","16,599.00 CS","15,099.00 CS","11,490.00 CS","16,482.00 CS","13,598.00 CS","12,348.00 CS","11,498.00 CS","1,93,938.00 CS"
Total Inventory Qty,31499,FP07,268.00 CS,268.00 CS,268.00 CS,268.00 CS,268.00 CS,268.00 CS,268.00 CS,"2,599.00 CS",877.00 CS,812.00 CS,63.00 CS,63.00 CS,"6,290.00 CS"
Total Inventory Qty,31499,FP13,,,,,,,"2,410.00 CS",,,,,336.00 CS,"2,746.00 CS"
Total Inventory Qty,31503,FP07,280.00 CS,266.00 CS,265.00 CS,265.00 CS,264.00 CS,263.00 CS,261.00 CS,256.00 CS,"3,577.00 CS",678.00 CS,672.00 CS,672.00 CS,"7,719.00 CS"
Total Inventory Qty,31511,FP07,14.00 CS,14.00 CS,14.00 CS,14.00 CS,14.00 CS,14.00 CS,,,,,,,84.00 CS
Total Inventory Qty,31513,FP07,14.00 CS,14.00 CS,14.00 CS,14.00 CS,"4,928.00 CS","3,934.00 CS",42.00 CS,38.00 CS,20.00 CS,5.00 CS,5.00 CS,5.00 CS,"9,033.00 CS"
Total Inventory Qty,31513,FP13,,6.00 CS,6.00 CS,,,551.00 CS,,,,,,,563.00 CS
Total Inventory Qty,31519,FP07,783.00 CS,773.00 CS,766.00 CS,765.00 CS,754.00 CS,,,,,,,,"3,841.00 CS"
Total Inventory Qty,31585,FP07,66.00 CS,66.00 CS,66.00 CS,63.00 CS,63.00 CS,,,,,,,,324.00 CS
Total Inventory Qty,31996,FP01,,,,,"3,744.00 CS",,,,,,,,"3,744.00 CS"
Total Inventory Qty,31996,FP13,"24,126.00 CS",,,576.00 CS,"11,089.00 CS","14,081.00 CS",190.00 CS,,,,,,"50,062.00 CS"
Total Inventory Qty,32018,FP03,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,1.00 CS,2.00 CS,1.00 CS,1.00 CS,1.00 CS,13.00 CS
